node,edge,d_nodetoedge
1,1,0
1,2,169.51696080333673
1,3,0
1,4,169.51696080333673
1,5,381.03055374714734
1,6,169.51696080333673
1,7,1450.7916514946535
1,8,381.03055374714734
1,9,381.03055374714734
1,10,465.23269148723085
1,11,465.23269148723085
1,12,1260.245069263431
1,13,492.74632447162605
1,14,492.74632447162605
1,15,497.21846042662565
1,16,497.21846042662565
1,17,539.3188485604061
1,18,497.21846042662565
1,19,517.4669171579422
1,20,539.3188485604061
1,21,543.4419541860237
1,22,632.1368556054457
1,23,639.4887043055353
1,24,632.1368556054457
1,25,519.8458774245952
1,26,517.4669171579422
1,27,639.4887043055353
1,28,647.7349155567706
1,29,734.2692903825053
1,30,711.1824976212749
1,31,738.8748525887131
1,32,738.8748525887131
1,33,805.3579331430917
1,34,805.3579331430917
1,35,881.3184492024235
1,36,881.3184492024235
1,37,1231.4527091656553
1,38,530.151310182997
1,39,808.9017230106865
1,40,711.1824976212749
1,41,565.6196058849334
1,42,974.7261576637706
1,43,992.1733500657858
1,44,974.7261576637706
1,45,1231.4527091656553
1,46,1272.3061055972862
1,47,992.1733500657858
1,48,1147.6322051689067
1,49,1147.6322051689067
1,50,1067.7745321793955
1,51,1324.8608389711699
1,52,1202.937396901922
1,53,1056.8081995316304
1,54,1007.3309320242186
1,55,1202.937396901922
1,56,1087.4466411813971
1,57,754.2992285260655
1,58,754.2992285260655
1,59,1087.4466411813971
1,60,1090.0497398088198
1,61,864.1946333435554
1,62,864.1946333435554
1,63,1416.6213969468056
1,64,1007.3309320242186
1,65,1045.183392520265
1,66,1056.8081995316304
1,67,1295.985771417547
1,68,1461.9314399836423
1,69,1090.0497398088198
1,70,1215.8021140172953
1,71,946.8323971080717
1,72,946.8323971080717
1,73,936.6615053269434
1,74,1177.411058480186
1,75,1272.810885272252
1,76,1177.411058480186
1,77,1508.7502396265209
1,78,1296.091301149301
1,79,1296.091301149301
1,80,1358.93869727279
1,81,1045.183392520265
1,82,1604.3849613545626
1,83,1191.0634802635893
1,84,2537.2544596705347
1,85,1129.4923481536969
1,86,2713.2156283578106
1,87,2396.029141643715
1,88,1480.503494808919
1,89,1731.034082946463
1,90,2819.953625341078
1,91,2713.2156283578106
1,92,2897.620840462914
1,93,2610.05555856334
1,94,2610.05555856334
1,95,2795.9548341296395
1,96,1787.2297571341396
1,97,2504.2696146655935
1,98,2504.2696146655935
1,99,2691.145483401758
1,100,2396.029141643715
1,101,2584.1408106065946
1,102,2281.744409505078
1,103,2281.744409505078
1,104,2466.9680243067114
1,105,2184.214926783185
1,106,1898.6568633516126
1,107,1969.2330633059883
1,108,2184.214926783185
1,109,2372.326595746065
1,110,2087.913317243157
1,111,3007.0054828950215
1,112,2041.0731635286354
1,113,2087.913317243157
1,114,2276.024986206037
1,115,2805.4416671101444
1,116,2041.0731635286354
1,117,2222.190703616362
1,118,1969.2330633059883
1,119,2157.344732268868
1,120,2805.4416671101444
1,121,3082.9659989543534
1,122,3094.670698865073
1,123,3118.0800986865124
1,124,3189.592335401637
1,125,2584.1408106065946
1,126,2769.302284195901
1,127,2466.9680243067114
1,128,2372.326595746065
1,129,2557.4886868986546
1,130,3189.592335401637
1,131,2276.024986206037
1,132,2461.1870773586265
1,133,2222.190703616362
1,134,2406.4411533951306
1,135,2157.344732268868
1,136,2342.152740753349
1,137,3280.2124214753103
1,138,2769.302284195901
1,139,2861.779308369476
1,140,3370.101241692287
1,141,2557.4886868986546
1,142,3203.440120160424
1,143,3203.440120160424
1,144,2441.881243688469
1,145,2861.779308369476
1,146,3046.0074278301054
1,147,2441.881243688469
1,148,2523.588036551731
1,149,2645.882549754681
1,150,2637.338546009363
1,151,3311.4077078893347
1,152,3311.4077078893347
1,153,2342.152740753349
1,154,2645.882549754681
1,155,2703.4248720238425
1,156,3466.667281271427
1,157,2523.588036551731
1,158,2591.130615714804
1,159,3118.5401790532596
1,160,3118.5401790532596
1,161,2703.4248720238425
1,162,2446.69938106283
1,163,3559.866411999149
1,164,3137.4708627801733
1,165,3046.0074278301054
1,166,2477.7155059013717
1,167,2621.4913216871028
1,168,2529.377261956788
1,169,2503.7155059013717
1,170,2524.9051260017886
1,171,3651.9804717294637
1,172,3137.4708627801733
1,173,2920.9899167364165
1,174,2621.4913216871028
1,175,2711.1852456730676
1,176,2920.9899167364165
1,177,3746.32028305003
1,178,3746.32028305003
1,179,2711.1852456730676
1,180,2808.3294683525455
1,181,3013.839257067945
1,182,3333.1951586659934
1,183,2808.3294683525455
1,184,2899.8772700738323
1,185,3679.8515283062743
1,186,3679.8515283062743
1,187,3756.506761612831
1,188,3103.7280772849217
1,189,3194.909215685361
1,190,3412.7715575437005
1,191,3502.2423230786953
1,192,3714.0567910592486
1,193,2899.8772700738323
1,194,2991.0584084742713
1,195,3609.246995873859
1,196,3194.909215685361
1,197,3287.9575902009856
1,198,3358.562122633401
1,199,2991.0584084742713
1,200,3081.678494547945
1,201,3240.606151046114
2,1,0
2,2,0
2,3,169.51696080333673
2,4,0
2,5,211.51359294381058
2,6,0
2,7,1281.2746906913167
2,8,211.51359294381058
2,9,211.51359294381058
2,10,295.7157306838941
2,11,295.7157306838941
2,12,1090.7281084600943
2,13,323.2293636682893
2,14,323.2293636682893
2,15,327.7014996232889
2,16,327.7014996232889
2,17,369.8018877570694
2,18,327.7014996232889
2,19,347.9499563546055
2,20,369.8018877570694
2,21,373.92499338268703
2,22,462.61989480210894
2,23,469.9717435021986
2,24,462.61989480210894
2,25,350.32891662125843
2,26,347.9499563546055
2,27,469.9717435021986
2,28,478.2179547534339
2,29,564.7523295791686
2,30,541.6655368179382
2,31,569.3578917853763
2,32,569.3578917853763
2,33,635.8409723397549
2,34,635.8409723397549
2,35,711.8014883990867
2,36,711.8014883990867
2,37,1061.9357483623185
2,38,360.63434937966025
2,39,639.3847622073498
2,40,541.6655368179382
2,41,396.1026450815966
2,42,805.2091968604337
2,43,822.656389262449
2,44,805.2091968604337
2,45,1061.9357483623185
2,46,1102.7891447939494
2,47,822.656389262449
2,48,978.11524436557
2,49,978.11524436557
2,50,898.2575713760586
2,51,1155.343878167833
2,52,1033.4204360985852
2,53,887.2912387282937
2,54,837.8139712208817
2,55,1033.4204360985852
2,56,917.9296803780602
2,57,584.7822677227286
2,58,584.7822677227286
2,59,917.9296803780602
2,60,920.532779005483
2,61,694.6776725402186
2,62,694.6776725402186
2,63,1247.1044361434688
2,64,837.8139712208817
2,65,875.6664317169281
2,66,887.2912387282937
2,67,1126.4688106142103
2,68,1292.4144791803055
2,69,920.532779005483
2,70,1046.2851532139584
2,71,777.3154363047349
2,72,777.3154363047349
2,73,767.1445445236066
2,74,1007.8940976768492
2,75,1103.2939244689153
2,76,1007.8940976768492
2,77,1339.233278823184
2,78,1126.5743403459642
2,79,1126.5743403459642
2,80,1189.4217364694532
2,81,875.6664317169281
2,82,1434.8680005512258
2,83,1021.5465194602524
2,84,2367.7374988671977
2,85,959.97538735036
2,86,2543.6986675544736
2,87,2226.512180840378
2,88,1310.9865340055821
2,89,1561.5171221431262
2,90,2650.436664537741
2,91,2543.6986675544736
2,92,2728.103879659577
2,93,2440.538597760003
2,94,2440.538597760003
2,95,2626.4378733263025
2,96,1617.7127963308026
2,97,2334.7526538622565
2,98,2334.7526538622565
2,99,2521.628522598421
2,100,2226.512180840378
2,101,2414.6238498032576
2,102,2112.2274487017407
2,103,2112.2274487017407
2,104,2297.451063503374
2,105,2014.6979659798478
2,106,1729.1399025482756
2,107,1799.7161025026512
2,108,2014.6979659798478
2,109,2202.8096349427274
2,110,1918.3963564398198
2,111,2837.4885220916844
2,112,1871.5562027252984
2,113,1918.3963564398198
2,114,2106.5080254026993
2,115,2635.9247063068074
2,116,1871.5562027252984
2,117,2052.6737428130245
2,118,1799.7161025026512
2,119,1987.8277714655308
2,120,2635.9247063068074
2,121,2913.4490381510163
2,122,2925.153738061736
2,123,2948.5631378831754
2,124,3020.0753745982997
2,125,2414.6238498032576
2,126,2599.7853233925634
2,127,2297.451063503374
2,128,2202.8096349427274
2,129,2387.971726095317
2,130,3020.0753745982997
2,131,2106.5080254026993
2,132,2291.670116555289
2,133,2052.6737428130245
2,134,2236.9241925917936
2,135,1987.8277714655308
2,136,2172.635779950012
2,137,3110.6954606719733
2,138,2599.7853233925634
2,139,2692.2623475661385
2,140,3200.58428088895
2,141,2387.971726095317
