node,edge,d_nodetoedge
1,1,0
1,2,52.009614495783374
1,3,0
1,4,0
1,5,83.00602387778854
1,6,83.00602387778854
1,7,122.01884228405086
1,8,209.0245892206757
1,9,1115.1161889288933
1,10,927.1161889288932
1,11,1338.1184310700878
1,12,1383.0628411785763
1,13,393.02730659191457
1,14,209.0245892206757
1,15,284.0245892206757
1,16,284.0245892206757
1,17,398.064056073165
1,18,398.064056073165
1,19,467.0245892206757
1,20,579.0640560731649
1,21,844.1161889288932
1,22,455.0991329995618
1,23,455.0991329995618
1,24,540.4806298241081
1,25,1294.1250820334287
1,26,1179.1250820334287
1,27,1069.1250820334287
1,28,1294.1250820334287
1,29,1433.455358694185
1,30,1319.455358694185
1,31,1179.1250820334287
1,32,1211.455358694185
1,33,1069.1250820334287
1,34,844.1161889288932
1,35,959.1205366727937
1,36,844.1161889288932
1,37,622.1139366880657
1,38,575.103299593893
1,39,443.064056073165
1,40,532.7520228793306
1,41,443.064056073165
1,42,579.0640560731649
1,43,556.0817538023259
1,44,693.068441953709
1,45,699.0640560731649
1,46,699.0640560731649
1,47,398.064056073165
1,48,959.1205366727937
1,49,1099.4508944974395
1,50,1026.4508944974395
1,51,457.9055132746737
1,52,532.7520228793306
1,53,540.4806298241081
1,54,873.1161889288932
1,55,787.4320420492662
1,56,532.7520228793306
1,57,776.3295259456031
1,58,556.0817538023259
1,59,813.0815985830787
1,60,693.068441953709
1,61,668.0996095218495
1,62,804.1032859427463
1,63,1554.492543063287
1,64,776.3295259456031
1,65,970.0974283443234
1,66,776.3295259456031
1,67,668.0996095218495
1,68,668.0996095218495
1,69,924.0861029961881
1,70,804.1032859427463
1,71,776.0996095218495
1,72,913.1579912429248
1,73,882.0177466705259
1,74,1170.0246910312478
1,75,970.5849836035858
1,76,776.0996095218495
1,77,1033.1746567523448
1,78,913.1579912429248
1,79,1024.1985243828553
1,80,970.0974283443234
1,81,970.0974283443234
1,82,1175.2948942156152
1,83,1554.492543063287
1,84,1554.492543063287
1,85,1211.455358694185
1,86,1026.4508944974395
1,87,1433.455358694185
1,88,1376.7155670270922
1,89,1319.455358694185
1,90,1291.8509689899838
1,91,1010.4087170858161
1,92,1203.481242319211
1,93,1145.1791209490902
1,94,1024.1985243828553
1,95,1135.2390575227857
1,96,1216.8976501842099
1,97,1203.481242319211
1,98,1175.2948942156152
1,99,1263.2948942156152
1,100,1170.0246910312478
1,101,1172.104659994694
1,102,1256.1791209490902
1,103,1428.1907484630465
1,104,1135.2390575227857
1,105,1172.104659994694
1,106,1306.2507530292628
1,107,1285.5178195271858
1,108,1366.1403970101712
1,109,1366.1403970101712
1,110,1503.3191125603614
1,111,1366.1403970101712
1,112,1359.3001024076711
1,113,1263.2948942156152
1,114,1353.0274232512888
1,115,1515.3157113271614
1,116,1503.3191125603614
1,117,1503.3191125603614
1,118,1495.1752760158106
1,119,1353.0274232512888
1,120,1440.119328730501
1,121,1334.2507530292628
1,122,1438.255560610451
1,123,1334.2507530292628
1,124,1495.1752760158106
1,125,1587.1752760158106
1,126,1569.80219311474
1,127,1460.1907484630465
1,128,1359.3001024076711
1,129,1440.119328730501
1,130,1610.0785732510185
1,131,1610.8086469346435
1,132,1731.7425131591217
1,133,1540.253224068039
1,134,1440.119328730501
1,135,1534.119328730501
1,136,1499.119328730501
1,137,1447.390964589852
1,138,1534.119328730501
1,139,1587.1752760158106
1,140,1540.3963407785434
1,141,1438.255560610451
1,142,1689.80219311474
1,143,1751.80219311474
1,144,1677.1752760158106
1,145,1689.80219311474
1,146,1743.0447343597757
1,147,1731.7425131591217
1,148,1765.729790205653
1,149,1731.7425131591217
1,150,1927.673623501507
1,151,1492.255560610451
1,152,1696.2653642964506
1,153,1492.255560610451
