no_nodes
71

Node, X-Coordinate, Y-Coordinate
0,-11708820,3265410
1,-11708876,3265250
2,-11708858,3265401
3,-11708932,3265395
4,-11708799,3265053
5,-11709289,3265164
6,-11708746,3265067
7,-11709696,3265029
8,-11709244,3265042
9,-11708880,3265030
10,-11708745,3264914
11,-11708871,3265004
12,-11709041,3264986
13,-11709628,3264851
14,-11708869,3265000
15,-11708916,3264992
16,-11708853,3264984
17,-11708915,3264988
18,-11708862,3264981
19,-11709013,3264967
20,-11708906,3264964
21,-11709021,3264965
22,-11709144,3264958
23,-11708847,3264968
24,-11708868,3264979
25,-11708985,3264901
26,-11708992,3264879
27,-11709208,3264940
28,-11709063,3264902
29,-11709281,3264919
30,-11709140,3264766
31,-11709247,3264832
32,-11709618,3264824
33,-11708732,3264881
34,-11709069,3264874
35,-11708978,3264897
36,-11708664,3264705
37,-11709214,3264745
38,-11709350,3264796
39,-11709603,3264786
40,-11709584,3264737
41,-11709106,3264677
42,-11708988,3264711
43,-11708857,3264754
44,-11709344,3264708
45,-11709552,3264651
46,-11709002,3264732
47,-11708956,3264626
48,-11709311,3264621
49,-11708598,3264535
50,-11708770,3264676
51,-11709072,3264593
52,-11708908,3264638
53,-11708740,3264599
54,-11709535,3264609
55,-11708842,3264463
56,-11708988,3264617
57,-11709519,3264565
58,-11708921,3264442
59,-11708802,3264579
60,-11708702,3264504
61,-11709004,3264419
62,-11709186,3264560
63,-11709484,3264476
64,-11709121,3264386
65,-11708670,3264426
66,-11709438,3264358
67,-11708866,3264457
68,-11708759,3264399
69,-11709416,3264302
70,-11709376,3264198

no_edges
87

Node Adjacency List
Node 1, Node 2,
1,0,
1,3,
2,0,
4,1,
4,6,
5,1,
7,8,
9,4,
10,4,
11,9,
12,9,
13,7,
14,11,
15,11,
16,14,
17,14,
17,15,
18,14,
18,16,
19,15,
20,17,
21,12,
21,19,
22,12,
23,16,
24,18,
25,19,
26,21,
26,28,
26,25,
27,22,
28,22,
29,27,
30,27,
31,29,
32,29,
32,13,
33,10,
34,28,
35,25,
36,33,
37,31,
37,30,
38,31,
39,32,
40,39,
41,30,
42,43,
42,46,
44,37,
45,40,
45,44,
47,42,
47,52,
48,44,
48,41,
49,36,
50,36,
51,41,
51,56,
52,50,
53,50,
54,45,
55,52,
55,60,
56,47,
57,48,
57,54,
58,56,
58,67,
59,53,
60,53,
60,49,
61,51,
61,58,
62,51,
63,57,
63,62,
64,62,
64,61,
65,60,
66,63,
67,55,
68,65,
69,64,
69,66,
70,69,
