no_nodes
320

Node, X-Coordinate, Y-Coordinate
0,-11724084,3279976
1,-11724104,3280039
2,-11723871,3279924
3,-11723897,3280020
4,-11723687,3279965
5,-11723505,3280004
6,-11723479,3279919
7,-11723106,3279983
8,-11723111,3279995
9,-11723352,3279974
10,-11723304,3279995
11,-11723301,3279984
12,-11723293,3279955
13,-11722650,3279978
14,-11722609,3279987
15,-11723366,3279947
16,-11723290,3279943
17,-11723079,3279885
18,-11722801,3279926
19,-11722625,3279900
20,-11724056,3279882
21,-11723414,3279947
22,-11723659,3279874
23,-11723387,3279923
24,-11723445,3279934
25,-11723261,3279844
26,-11722895,3279926
27,-11722867,3279836
28,-11722779,3279861
29,-11723842,3279835
30,-11723473,3279903
31,-11723656,3279864
32,-11723443,3279805
33,-11722603,3279829
34,-11723049,3279795
35,-11724039,3279831
36,-11723838,3279823
37,-11723626,3279765
38,-11723232,3279752
39,-11722838,3279741
40,-11723948,3279811
41,-11724028,3279793
42,-11722767,3279763
43,-11722587,3279763
44,-11723810,3279726
45,-11723891,3279811
46,-11724026,3279782
47,-11723415,3279716
48,-11723020,3279702
49,-11724013,3279743
50,-11723597,3279674
51,-11723203,3279661
52,-11723995,3279686
53,-11722817,3279658
54,-11722408,3279647
55,-11722426,3279729
56,-11722458,3279721
57,-11723780,3279635
58,-11722422,3279645
59,-11723387,3279623
60,-11722215,3279695
61,-11722131,3279712
62,-11722128,3279686
63,-11722571,3279706
64,-11722500,3279641
65,-11722475,3279655
66,-11722509,3279705
67,-11722463,3279666
68,-11722995,3279620
69,-11722210,3279684
70,-11724181,3279647
71,-11722202,3279668
72,-11722121,3279658
73,-11723967,3279593
74,-11722327,3279673
75,-11722204,3279673
76,-11723569,3279584
77,-11722351,3279668
78,-11722556,3279627
79,-11722586,3279671
80,-11722617,3279612
81,-11722363,3279649
82,-11722199,3279659
83,-11723178,3279577
84,-11722190,3279641
85,-11722229,3279653
86,-11722116,3279628
87,-11722475,3279633
88,-11722173,3279527
89,-11722270,3279649
90,-11722387,3279642
91,-11722301,3279646
92,-11722359,3279639
93,-11722222,3279517
94,-11722662,3279602
95,-11722741,3279632
96,-11724363,3279606
97,-11724153,3279557
98,-11722324,3279645
99,-11722253,3279509
100,-11722274,3279503
101,-11722370,3279632
102,-11722430,3279604
103,-11722468,3279592
104,-11722176,3279612
105,-11722763,3279558
106,-11723750,3279541
107,-11722723,3279591
108,-11722369,3279624
109,-11722112,3279598
110,-11722402,3279578
111,-11722414,3279590
112,-11723360,3279539
113,-11723085,3279599
114,-11722163,3279586
115,-11724546,3279567
116,-11724334,3279514
117,-11723054,3279501
118,-11722108,3279570
119,-11723938,3279502
120,-11722445,3279578
121,-11722732,3279563
122,-11722150,3279559
123,-11723544,3279503
124,-11722455,3279559
125,-11722419,3279572
126,-11723266,3279559
127,-11723121,3279397
128,-11722369,3279524
129,-11722104,3279542
130,-11724730,3279527
131,-11724517,3279474
132,-11722706,3279540
133,-11722531,3279550
134,-11722423,3279492
135,-11723211,3279375
136,-11722137,3279533
137,-11722702,3279507
138,-11722604,3279556
139,-11724124,3279463
140,-11722648,3279550
141,-11722103,3279525
142,-11723724,3279441
143,-11723463,3279521
144,-11723331,3279429
145,-11723458,3279512
146,-11724700,3279430
147,-11724912,3279486
148,-11722353,3279511
149,-11724305,3279421
150,-11723547,3279491
151,-11723426,3279407
152,-11722422,3279469
153,-11722337,3279504
154,-11722411,3279454
155,-11723642,3279476
156,-11723910,3279394
157,-11723064,3279409
158,-11723546,3279480
159,-11725094,3279449
160,-11724882,3279391
161,-11723636,3279453
162,-11723519,3279388
163,-11724488,3279382
164,-11724093,3279357
165,-11722403,3279416
166,-11723610,3279367
167,-11725065,3279352
168,-11725273,3279404
169,-11723676,3279273
170,-11724670,3279338
171,-11723312,3279353
172,-11724278,3279335
173,-11723103,3279342
174,-11723404,3279334
175,-11725247,3279310
176,-11723861,3279234
177,-11724001,3279375
178,-11724853,3279298
179,-11723497,3279316
180,-11724463,3279294
181,-11723952,3279214
182,-11723166,3279235
183,-11723587,3279295
184,-11724183,3279342
185,-11724045,3279193
186,-11723258,3279176
187,-11725034,3279262
188,-11724131,3279176
189,-11723090,3279334
190,-11724646,3279255
191,-11724250,3279238
192,-11723348,3279153
193,-11723440,3279134
194,-11725220,3279219
195,-11724826,3279215
196,-11723532,3279115
197,-11724637,3279257
198,-11724448,3279249
199,-11723620,3279095
200,-11725011,3279174
201,-11724623,3279210
202,-11724433,3279198
203,-11724189,3279043
204,-11723190,3279190
205,-11723806,3279055
206,-11725193,3279137
207,-11724805,3279156
208,-11724903,3279199
209,-11724613,3279173
210,-11724987,3279179
211,-11724416,3279150
212,-11723989,3279014
213,-11723230,3279090
214,-11724098,3279062
215,-11723298,3279024
216,-11725175,3279085
217,-11723384,3278955
218,-11723475,3278935
219,-11723567,3278914
220,-11723267,3278975
221,-11723294,3279031
222,-11724076,3278992
223,-11723748,3278874
224,-11723267,3279019
225,-11723372,3278944
226,-11723932,3278833
227,-11724067,3278963
228,-11723362,3278911
229,-11724127,3278950
230,-11724020,3278814
231,-11723380,3278938
232,-11723448,3278866
233,-11723505,3278719
234,-11723658,3278895
235,-11723367,3278753
236,-11723345,3278891
237,-11723598,3278699
238,-11723381,3278839
239,-11723326,3278883
240,-11723309,3278876
241,-11723365,3278812
242,-11723293,3278869
243,-11723350,3278806
244,-11723840,3278852
245,-11723730,3278815
246,-11723332,3278800
247,-11723460,3278730
248,-11723779,3278658
249,-11723873,3278638
250,-11723718,3278775
251,-11723970,3278617
252,-11723687,3278678
253,-11723365,3278735
254,-11723384,3278672
255,-11723401,3278488
256,-11723534,3278712
257,-11723282,3278639
258,-11723354,3278698
259,-11723480,3278486
260,-11723609,3278696
261,-11723311,3278601
262,-11723271,3278583
263,-11723556,3278483
264,-11723631,3278483
265,-11723760,3278662
266,-11723363,3278572
267,-11723400,3278635
268,-11723728,3278471
269,-11723832,3278646
270,-11723797,3278455
271,-11723249,3278601
272,-11723905,3278630
273,-11723393,3278568
274,-11723873,3278438
275,-11723992,3278577
276,-11723953,3278431
277,-11723288,3278570
278,-11723353,3278507
279,-11723382,3278505
280,-11723308,3278496
281,-11723355,3278492
282,-11723379,3278490
283,-11723360,3278364
284,-11723291,3278490
285,-11723373,3278414
286,-11723340,3278359
287,-11723273,3278479
288,-11723437,3278242
289,-11723516,3278252
290,-11723665,3278275
291,-11723591,3278261
292,-11723317,3278354
293,-11723688,3278273
294,-11723763,3278255
295,-11723953,3278419
296,-11723835,3278241
297,-11723908,3278226
298,-11723385,3278368
299,-11723361,3278294
300,-11723343,3278295
301,-11723323,3278297
302,-11723324,3278290
303,-11723658,3278123
304,-11723564,3278113
305,-11723494,3278093
306,-11723759,3278098
307,-11723906,3278220
308,-11723823,3278068
309,-11723643,3278054
310,-11723819,3278062
311,-11723597,3277995
312,-11723641,3277987
313,-11723624,3277987
314,-11723623,3277965
315,-11723612,3277966
316,-11723608,3277943
317,-11723619,3277942
318,-11723576,3277793
319,-11723587,3277792

no_edges
489

Node Adjacency List
Node 1, Node 2,
0,1,
0,3,
2,3,
2,4,
4,5,
6,5,
6,24,
7,8,
9,10,
11,10,
12,8,
12,11,
13,14,
15,11,
15,12,
16,7,
17,7,
17,26,
18,13,
19,13,
20,0,
20,2,
21,9,
21,15,
22,4,
22,6,
23,15,
23,16,
24,21,
25,16,
25,17,
27,26,
27,28,
28,18,
28,19,
29,2,
29,22,
30,23,
30,6,
31,30,
31,22,
32,30,
32,25,
33,19,
34,17,
34,27,
35,20,
36,31,
36,29,
37,31,
37,32,
38,25,
38,34,
39,27,
39,42,
40,29,
41,35,
41,40,
42,33,
42,43,
43,33,
44,36,
44,37,
45,36,
46,45,
46,41,
47,32,
47,38,
48,34,
48,39,
49,46,
50,37,
50,47,
51,38,
51,48,
52,49,
52,44,
53,39,
53,63,
54,55,
56,55,
57,44,
57,50,
58,56,
58,54,
59,47,
59,51,
60,61,
62,61,
64,63,
65,66,
65,67,
67,66,
68,48,
68,53,
69,60,
70,52,
71,62,
71,75,
72,62,
73,52,
73,57,
74,69,
74,75,
75,69,
76,50,
76,59,
77,74,
78,79,
80,79,
80,78,
81,77,
82,71,
83,51,
83,113,
84,82,
84,72,
85,82,
86,72,
87,65,
87,58,
87,64,
88,85,
88,136,
89,85,
90,81,
90,54,
91,89,
92,81,
92,98,
93,89,
93,88,
94,95,
94,80,
96,70,
97,70,
97,73,
98,91,
99,91,
99,93,
100,98,
100,99,
100,153,
101,90,
101,92,
102,90,
103,64,
103,78,
104,84,
104,86,
105,95,
105,121,
106,57,
106,76,
107,95,
107,94,
108,101,
109,86,
110,108,
110,111,
111,108,
111,102,
112,59,
112,126,
113,68,
114,104,
114,109,
115,96,
116,96,
116,97,
117,113,
118,109,
119,73,
119,106,
120,103,
121,107,
122,114,
122,118,
123,76,
123,143,
124,120,
125,120,
125,110,
126,83,
127,83,
127,157,
128,125,
129,118,
130,115,
131,115,
131,116,
132,121,
132,140,
133,124,
133,138,
134,124,
134,128,
135,126,
135,127,
136,122,
136,129,
137,105,
137,140,
137,132,
139,97,
139,119,
140,138,
141,129,
141,136,
142,106,
142,155,
142,161,
143,112,
144,112,
145,112,
146,130,
146,131,
147,130,
148,128,
149,116,
149,139,
150,145,
150,123,
151,145,
151,144,
152,148,
152,134,
153,148,
154,153,
154,152,
155,123,
156,119,
156,142,
157,117,
158,150,
159,147,
160,147,
160,146,
161,158,
162,158,
162,151,
163,131,
163,149,
164,139,
164,177,
165,154,
166,161,
166,162,
167,159,
167,160,
168,159,
169,142,
169,183,
170,146,
170,163,
171,144,
171,135,
172,149,
172,184,
173,157,
173,127,
174,151,
174,171,
175,168,
175,167,
176,156,
176,169,
177,156,
178,160,
178,170,
179,162,
179,174,
180,163,
180,172,
181,177,
181,176,
182,135,
182,173,
183,166,
183,179,
184,164,
185,164,
185,181,
186,171,
186,204,
187,167,
187,178,
188,184,
188,185,
189,173,
190,170,
190,197,
191,172,
192,174,
192,186,
193,179,
193,192,
194,175,
194,187,
195,178,
195,190,
196,183,
196,193,
197,180,
198,180,
199,169,
199,196,
200,187,
200,210,
201,197,
201,198,
202,198,
202,191,
203,191,
203,214,
204,182,
205,176,
206,194,
206,200,
207,195,
208,195,
209,201,
210,208,
211,202,
212,185,
213,204,
213,186,
214,188,
215,192,
215,221,
216,206,
217,193,
218,196,
218,217,
219,199,
219,218,
220,213,
220,224,
221,213,
222,214,
222,212,
223,205,
223,234,
224,221,
225,215,
225,217,
226,212,
226,244,
227,222,
228,220,
228,225,
229,227,
230,227,
230,226,
231,225,
232,231,
232,218,
233,219,
233,247,
234,219,
235,228,
236,228,
237,234,
237,256,
238,236,
239,236,
240,239,
241,239,
241,238,
242,240,
243,240,
243,241,
244,223,
245,223,
246,242,
246,243,
247,232,
247,235,
248,244,
248,265,
249,226,
249,269,
250,245,
251,230,
251,272,
252,250,
252,260,
253,235,
254,253,
255,247,
255,282,
256,233,
257,258,
259,256,
259,255,
260,237,
261,258,
262,258,
262,271,
263,260,
263,259,
264,252,
264,263,
265,252,
266,254,
266,261,
267,254,
268,265,
268,264,
269,248,
270,269,
270,268,
271,257,
272,249,
273,267,
273,266,
274,272,
274,270,
275,251,
276,251,
277,261,
277,262,
278,266,
279,273,
279,278,
280,278,
281,278,
282,279,
283,280,
283,298,
284,280,
285,281,
285,282,
286,284,
286,283,
287,284,
288,255,
288,298,
288,289,
289,259,
289,291,
290,264,
291,263,
291,290,
292,287,
292,286,
293,268,
293,290,
294,270,
294,293,
295,274,
295,276,
296,274,
296,294,
297,295,
297,296,
298,285,
299,283,
299,300,
300,286,
300,301,
301,292,
302,301,
303,290,
303,291,
303,294,
304,289,
305,288,
305,304,
306,296,
307,297,
308,307,
309,303,
309,304,
309,306,
310,306,
310,308,
311,305,
312,310,
312,313,
313,309,
313,311,
314,313,
314,315,
315,313,
316,315,
317,314,
318,316,
319,317,
