no_nodes
130

Node, X-Coordinate, Y-Coordinate
0,-11707249,3265267
1,-11707194,3265361
2,-11707063,3265246
3,-11707077,3265289
4,-11707197,3265286
5,-11707185,3265118
6,-11707302,3265158
7,-11707340,3265256
8,-11707134,3265227
9,-11707031,3265162
10,-11707014,3265119
11,-11707348,3265146
12,-11707279,3265093
13,-11706937,3265140
14,-11706997,3265073
15,-11707233,3265106
16,-11707198,3265016
17,-11707459,3265039
18,-11706678,3264811
19,-11707034,3265061
20,-11707115,3265039
21,-11706981,3264943
22,-11707087,3264877
23,-11707394,3264938
24,-11707146,3264751
25,-11707310,3264703
26,-11707118,3264763
27,-11706727,3264831
28,-11706841,3264785
29,-11706840,3264842
30,-11706865,3264726
31,-11706907,3264835
32,-11706546,3264793
33,-11706821,3264738
34,-11706754,3264808
35,-11706412,3264798
36,-11706299,3264621
37,-11706609,3264713
38,-11706977,3264793
39,-11707224,3264727
40,-11707248,3264784
41,-11706852,3264729
42,-11706818,3264659
43,-11706927,3264708
44,-11706765,3264672
45,-11706655,3264553
46,-11707276,3264614
47,-11706875,3264585
48,-11706133,3264693
49,-11706236,3264701
50,-11706072,3264649
51,-11706177,3264589
52,-11706670,3264630
53,-11707242,3264527
54,-11706974,3264586
55,-11706161,3264531
56,-11706101,3264282
57,-11706463,3264400
58,-11706482,3264521
59,-11706154,3264397
60,-11707208,3264442
61,-11706488,3264510
62,-11706952,3264514
63,-11706840,3264452
64,-11706773,3264470
65,-11706729,3264375
66,-11707176,3264360
67,-11706210,3264401
68,-11706575,3264332
69,-11706177,3264262
70,-11706718,3264347
71,-11706087,3264279
72,-11705918,3264374
73,-11707125,3264226
74,-11706832,3264308
75,-11706844,3264357
76,-11706699,3264298
77,-11706652,3264177
78,-11706043,3264220
79,-11706390,3264218
80,-11705979,3264241
81,-11707038,3264009
82,-11706007,3264140
83,-11706483,3264172
84,-11706885,3264053
85,-11706943,3264204
86,-11706632,3264127
87,-11706454,3264150
88,-11706513,3264157
89,-11706438,3264114
90,-11706804,3264078
91,-11706834,3264147
92,-11705917,3264036
93,-11706091,3264060
94,-11706612,3264075
95,-11706736,3264097
96,-11706309,3264068
97,-11706437,3264003
98,-11706185,3264011
99,-11706225,3264110
100,-11706718,3264021
101,-11706548,3263906
102,-11705850,3263984
103,-11706099,3263951
104,-11706678,3263887
105,-11706743,3263715
106,-11706295,3263978
107,-11706986,3263879
108,-11706412,3263944
109,-11706430,3263985
110,-11706248,3263906
111,-11705877,3263958
112,-11705823,3263973
113,-11706081,3263901
114,-11706087,3263914
115,-11706545,3263899
116,-11706308,3263837
117,-11706531,3263860
118,-11706714,3263848
119,-11706966,3263826
120,-11706600,3263840
121,-11706499,3263783
122,-11706823,3263692
123,-11706887,3263859
124,-11706368,3263820
125,-11706937,3263754
126,-11706417,3263806
127,-11706666,3263736
128,-11706666,3263796
129,-11706905,3263670

no_edges
145

Node Adjacency List
Node 1, Node 2,
0,1,
0,4,
2,3,
5,0,
5,9,
6,7,
8,2,
9,2,
10,9,
10,13,
11,6,
12,6,
12,15,
14,10,
15,5,
16,15,
16,20,
17,12,
18,14,
18,27,
19,14,
20,19,
21,19,
22,20,
23,17,
23,16,
24,16,
24,26,
25,23,
25,39,
26,27,
26,38,
28,29,
28,34,
30,31,
30,41,
32,18,
32,35,
33,18,
33,28,
36,35,
37,32,
39,40,
39,24,
41,33,
42,41,
42,44,
43,30,
44,37,
45,37,
46,43,
46,25,
47,43,
48,49,
50,48,
51,48,
51,36,
52,44,
53,46,
53,54,
55,51,
56,55,
57,58,
57,61,
59,55,
59,67,
60,53,
60,62,
61,58,
63,64,
65,64,
66,63,
66,60,
68,57,
69,59,
69,56,
70,65,
71,72,
71,56,
73,66,
73,74,
74,75,
74,70,
76,70,
76,68,
77,68,
77,76,
78,71,
78,80,
79,69,
81,73,
81,84,
82,78,
83,79,
84,85,
84,90,
86,77,
86,88,
87,83,
88,83,
89,87,
90,91,
90,95,
92,82,
93,82,
94,86,
95,86,
96,89,
97,89,
98,99,
100,95,
101,94,
101,108,
102,92,
103,92,
104,100,
104,115,
105,100,
105,127,
106,98,
107,81,
108,109,
108,106,
110,106,
110,103,
111,112,
113,111,
114,103,
115,101,
116,113,
117,115,
118,104,
119,107,
120,117,
121,117,
121,126,
122,123,
122,105,
124,116,
125,119,
126,124,
127,128,
127,121,
129,125,
129,122,
