no_nodes
87

Node, X-Coordinate, Y-Coordinate
0,-11708532,3264362
1,-11708804,3264285
2,-11708635,3264334
3,-11708940,3264247
4,-11708463,3264183
5,-11708569,3264156
6,-11708734,3264305
7,-11708667,3264129
8,-11708836,3264277
9,-11708768,3264101
10,-11708871,3264072
11,-11709050,3264216
12,-11708984,3264041
13,-11709144,3264190
14,-11709351,3264132
15,-11709075,3264015
16,-11709237,3264165
17,-11708436,3264112
18,-11709282,3264152
19,-11709168,3263990
20,-11708658,3264132
21,-11709220,3263976
22,-11709282,3263957
23,-11708600,3263967
24,-11708432,3264101
25,-11708424,3264079
26,-11708399,3264012
27,-11708805,3263899
28,-11708368,3264021
29,-11708946,3263944
30,-11709009,3263842
31,-11708365,3263928
32,-11709102,3263817
33,-11709155,3263801
34,-11709217,3263784
35,-11708333,3263844
36,-11708771,3263813
37,-11708603,3263861
38,-11708298,3263754
39,-11708979,3263768
40,-11708553,3263682
41,-11708588,3263817
42,-11709121,3263811
43,-11708705,3263641
44,-11709091,3263735
45,-11708976,3263760
46,-11708828,3263803
47,-11708449,3263711
48,-11708481,3263792
49,-11709178,3263687
50,-11708953,3263701
51,-11708263,3263667
52,-11708828,3263735
53,-11709062,3263674
54,-11708635,3263660
55,-11708667,3263727
56,-11708941,3263671
57,-11709167,3263658
58,-11708230,3263581
59,-11708670,3263554
60,-11709157,3263634
61,-11709115,3263524
62,-11709150,3263614
63,-11709148,3263610
64,-11708196,3263493
65,-11708598,3263372
66,-11708878,3263494
67,-11709081,3263441
68,-11708843,3263408
69,-11708358,3263442
70,-11708131,3263325
71,-11709047,3263350
72,-11708811,3263324
73,-11708568,3263297
74,-11709013,3263265
75,-11708368,3263259
76,-11708382,3263349
77,-11708294,3263279
78,-11708778,3263239
79,-11708539,3263211
80,-11708335,3263268
81,-11708980,3263180
82,-11708436,3263240
83,-11708745,3263152
84,-11708677,3263171
85,-11708946,3263096
86,-11708793,3263139

no_edges
113

Node Adjacency List
Node 1, Node 2,
1,6,
2,0,
3,8,
4,0,
5,2,
5,4,
6,2,
7,6,
7,20,
8,1,
9,8,
9,7,
10,3,
10,9,
11,3,
12,11,
12,10,
13,11,
14,18,
15,13,
15,12,
16,13,
17,4,
18,16,
19,16,
19,15,
20,5,
21,18,
21,19,
22,14,
22,21,
23,20,
24,17,
25,24,
26,25,
26,28,
27,10,
27,26,
29,12,
30,15,
30,27,
31,26,
32,19,
32,30,
33,21,
33,42,
34,22,
34,33,
35,31,
36,27,
36,37,
38,35,
39,30,
40,41,
40,47,
42,32,
43,36,
43,54,
44,42,
44,39,
45,46,
45,39,
47,48,
47,38,
49,34,
50,45,
50,52,
51,38,
53,44,
53,50,
54,55,
54,40,
56,50,
57,49,
58,51,
59,51,
59,43,
60,57,
61,43,
61,63,
62,60,
63,62,
64,58,
65,59,
66,59,
67,61,
67,66,
68,66,
69,64,
70,64,
71,67,
71,68,
72,68,
73,65,
74,71,
74,72,
75,76,
75,80,
77,70,
78,72,
78,73,
79,73,
79,82,
80,77,
81,74,
81,78,
82,75,
83,78,
83,84,
84,79,
85,81,
85,86,
86,83,
