no_nodes
76

Node, X-Coordinate, Y-Coordinate
0,-11725633,3279933
1,-11725662,3280026
2,-11725833,3279990
3,-11725448,3279973
4,-11725791,3279897
5,-11725421,3279879
6,-11725768,3279902
7,-11725606,3279841
8,-11725766,3279897
9,-11725814,3279892
10,-11725789,3279892
11,-11725739,3279814
12,-11725394,3279787
13,-11725594,3279805
14,-11725703,3279720
15,-11725592,3279798
16,-11725635,3279787
17,-11725576,3279748
18,-11725366,3279693
19,-11725548,3279654
20,-11725718,3279716
21,-11725665,3279630
22,-11725490,3279667
23,-11725339,3279608
24,-11725522,3279566
25,-11725658,3279610
26,-11725633,3279541
27,-11725678,3279605
28,-11725308,3279513
29,-11725492,3279471
30,-11725644,3279538
31,-11725305,3279501
32,-11725600,3279447
33,-11725456,3279479
34,-11725453,3279468
35,-11725273,3279404
36,-11725580,3279439
37,-11725489,3279460
38,-11725459,3279363
39,-11725594,3279347
40,-11725595,3279436
41,-11725573,3279339
42,-11725247,3279310
43,-11725430,3279269
44,-11725551,3279244
45,-11725220,3279219
46,-11725518,3279251
47,-11725377,3279094
48,-11725503,3279206
49,-11725536,3279171
50,-11725193,3279137
51,-11725355,3279191
52,-11725479,3279211
53,-11725495,3279180
54,-11725487,3279155
55,-11725531,3279146
56,-11725466,3279160
57,-11725441,3279078
58,-11725510,3279150
59,-11725514,3279060
60,-11725175,3279085
61,-11725265,3279120
62,-11725260,3279104
63,-11725317,3279093
64,-11725360,3279042
65,-11725291,3278986
66,-11725334,3279090
67,-11725347,3279073
68,-11725467,3279071
69,-11725451,3279021
70,-11725493,3278969
71,-11725346,3278999
72,-11725442,3278980
73,-11725338,3278971
74,-11725460,3278977
75,-11725453,3278949

no_edges
104

Node Adjacency List
Node 1, Node 2,
0,1,
0,3,
2,1,
4,2,
5,3,
6,0,
7,0,
7,5,
8,6,
9,4,
10,4,
10,8,
11,8,
11,10,
11,7,
12,5,
13,7,
14,11,
14,17,
15,13,
16,15,
17,15,
17,12,
18,12,
19,17,
19,22,
20,14,
21,14,
21,19,
22,18,
23,18,
24,19,
24,23,
25,21,
26,25,
26,24,
27,25,
28,23,
29,24,
29,33,
30,26,
31,28,
32,26,
33,28,
34,31,
35,31,
36,29,
36,37,
37,29,
37,34,
38,37,
38,35,
39,32,
40,32,
40,36,
41,40,
41,38,
41,39,
42,35,
43,38,
43,42,
44,41,
44,46,
45,42,
46,43,
47,43,
47,61,
48,46,
48,52,
49,44,
49,53,
50,45,
51,45,
53,48,
54,53,
54,56,
55,49,
55,58,
57,56,
57,47,
58,54,
59,55,
59,68,
60,50,
61,50,
62,61,
63,62,
64,47,
65,63,
65,71,
66,63,
67,66,
68,57,
69,68,
69,64,
70,59,
70,74,
71,64,
72,69,
72,71,
73,71,
74,72,
75,74,
75,73,
