no_nodes
350

Node, X-Coordinate, Y-Coordinate
0,-11708174,3265471
1,-11708204,3265721
2,-11708387,3265533
3,-11708430,3265638
4,-11708685,3265449
5,-11708725,3265538
6,-11708017,3265329
7,-11708270,3265441
8,-11708820,3265410
9,-11708611,3265114
10,-11708345,3265432
11,-11708238,3265355
12,-11708876,3265250
13,-11708858,3265401
14,-11708932,3265395
15,-11708623,3265351
16,-11708512,3265382
17,-11708500,3265347
18,-11708169,3265370
19,-11708215,3265294
20,-11708627,3265312
21,-11708542,3265334
22,-11708443,3265202
23,-11708484,3265188
24,-11708584,3265322
25,-11708202,3265267
26,-11707983,3265281
27,-11708541,3265203
28,-11708578,3265188
29,-11707661,3264933
30,-11707831,3265298
31,-11708314,3265275
32,-11707933,3265150
33,-11708187,3265223
34,-11708799,3265053
35,-11709289,3265164
36,-11708553,3265120
37,-11708527,3265172
38,-11708434,3265179
39,-11707545,3264993
40,-11707608,3265182
41,-11708517,3265154
42,-11708139,3265097
43,-11708161,3265153
44,-11707899,3265064
45,-11708639,3265053
46,-11708105,3265010
47,-11708324,3264994
48,-11708746,3265067
49,-11707848,3264932
50,-11709696,3265029
51,-11709244,3265042
52,-11708880,3265030
53,-11708745,3264914
54,-11708606,3265042
55,-11708337,3264951
56,-11708871,3265004
57,-11709041,3264986
58,-11709628,3264851
59,-11708102,3265000
60,-11708869,3265000
61,-11708916,3264992
62,-11708853,3264984
63,-11708915,3264988
64,-11708862,3264981
65,-11708290,3264909
66,-11707475,3264657
67,-11709013,3264967
68,-11708906,3264964
69,-11709021,3264965
70,-11709144,3264958
71,-11708847,3264968
72,-11708868,3264979
73,-11708985,3264901
74,-11708992,3264879
75,-11709208,3264940
76,-11709063,3264902
77,-11709281,3264919
78,-11709140,3264766
79,-11707688,3264853
80,-11708030,3264883
81,-11707821,3264866
82,-11709247,3264832
83,-11709618,3264824
84,-11708732,3264881
85,-11708466,3264878
86,-11708254,3264819
87,-11709069,3264874
88,-11708978,3264897
89,-11708516,3264747
90,-11708570,3264885
91,-11708011,3264837
92,-11708664,3264705
