no_nodes
78

Node, X-Coordinate, Y-Coordinate
0,-11706299,3264621
1,-11706133,3264693
2,-11706236,3264701
3,-11706072,3264649
4,-11706177,3264589
5,-11706161,3264531
6,-11706101,3264282
7,-11706463,3264400
8,-11706482,3264521
9,-11706154,3264397
10,-11706488,3264510
11,-11706840,3264452
12,-11706773,3264470
13,-11706729,3264375
14,-11707176,3264360
15,-11706210,3264401
16,-11706575,3264332
17,-11706177,3264262
18,-11706718,3264347
19,-11706087,3264279
20,-11705918,3264374
21,-11707125,3264226
22,-11706832,3264308
23,-11706844,3264357
24,-11706699,3264298
25,-11706652,3264177
26,-11706043,3264220
27,-11706390,3264218
28,-11705979,3264241
29,-11707038,3264009
30,-11706007,3264140
31,-11706483,3264172
32,-11706885,3264053
33,-11706943,3264204
34,-11706632,3264127
35,-11706454,3264150
36,-11706513,3264157
37,-11706438,3264114
38,-11706804,3264078
39,-11706834,3264147
40,-11705917,3264036
41,-11706091,3264060
42,-11706612,3264075
43,-11706736,3264097
44,-11706309,3264068
45,-11706437,3264003
46,-11706185,3264011
47,-11706225,3264110
48,-11706718,3264021
49,-11706548,3263906
50,-11705850,3263984
51,-11706099,3263951
52,-11706678,3263887
53,-11706743,3263715
54,-11706295,3263978
55,-11706986,3263879
56,-11706412,3263944
57,-11706430,3263985
58,-11706248,3263906
59,-11705877,3263958
60,-11705823,3263973
61,-11706081,3263901
62,-11706087,3263914
63,-11706545,3263899
64,-11706308,3263837
65,-11706531,3263860
66,-11706714,3263848
67,-11706966,3263826
68,-11706600,3263840
69,-11706499,3263783
70,-11706823,3263692
71,-11706887,3263859
72,-11706368,3263820
73,-11706937,3263754
74,-11706417,3263806
75,-11706666,3263736
76,-11706666,3263796
77,-11706905,3263670

no_edges
86

Node Adjacency List
Node 1, Node 2,
1,2,
3,1,
4,1,
4,0,
5,4,
6,5,
7,8,
7,10,
9,5,
9,15,
10,8,
11,12,
13,12,
14,11,
16,7,
17,9,
17,6,
18,13,
19,20,
19,6,
21,14,
21,22,
22,23,
22,18,
24,18,
24,16,
25,16,
25,24,
26,19,
26,28,
27,17,
29,21,
29,32,
30,26,
31,27,
32,33,
32,38,
34,25,
34,36,
35,31,
36,31,
37,35,
38,39,
38,43,
40,30,
41,30,
42,34,
43,34,
44,37,
45,37,
46,47,
48,43,
49,42,
49,56,
50,40,
51,40,
52,48,
52,63,
53,48,
53,75,
54,46,
55,29,
56,57,
56,54,
58,54,
58,51,
59,60,
61,59,
62,51,
63,49,
64,61,
65,63,
66,52,
67,55,
68,65,
69,65,
69,74,
70,71,
70,53,
72,64,
73,67,
74,72,
75,76,
75,69,
77,73,
77,70,
