no_nodes
224

Node, X-Coordinate, Y-Coordinate
0,-11725059,3279964
1,-11725085,3280051
2,-11724664,3279948
3,-11724692,3280040
4,-11724874,3279999
5,-11724084,3279976
6,-11724104,3280039
7,-11724479,3279987
8,-11724298,3280028
9,-11724271,3279939
10,-11725268,3280012
11,-11725241,3279919
12,-11724844,3279907
13,-11724452,3279894
14,-11724056,3279882
15,-11725029,3279866
16,-11724635,3279853
17,-11724243,3279841
18,-11725212,3279827
19,-11724817,3279814
20,-11724424,3279804
21,-11724039,3279831
22,-11725001,3279773
23,-11724607,3279761
24,-11724213,3279752
25,-11724028,3279793
26,-11725183,3279734
27,-11724790,3279719
28,-11724397,3279712
29,-11724170,3279761
30,-11724026,3279782
31,-11724081,3279770
32,-11724013,3279743
33,-11724971,3279680
34,-11724207,3279742
35,-11724580,3279672
36,-11723995,3279686
37,-11724181,3279647
38,-11724393,3279701
39,-11725156,3279643
40,-11724761,3279633
41,-11724363,3279606
42,-11724576,3279661
43,-11723967,3279593
44,-11724945,3279593
45,-11724546,3279567
46,-11724757,3279621
47,-11724153,3279557
48,-11725126,3279553
49,-11724730,3279527
50,-11724941,3279580
51,-11724334,3279514
52,-11723938,3279502
53,-11725123,3279541
54,-11724912,3279486
55,-11724517,3279474
56,-11724124,3279463
57,-11725094,3279449
58,-11724700,3279430
59,-11724305,3279421
60,-11723910,3279394
61,-11724882,3279391
62,-11724488,3279382
63,-11724093,3279357
64,-11725065,3279352
65,-11724670,3279338
66,-11724278,3279335
67,-11723861,3279234
68,-11724001,3279375
69,-11724853,3279298
70,-11724463,3279294
71,-11723952,3279214
72,-11724183,3279342
73,-11724045,3279193
74,-11725034,3279262
75,-11724131,3279176
76,-11724646,3279255
77,-11724250,3279238
78,-11724826,3279215
79,-11724637,3279257
80,-11724448,3279249
81,-11725011,3279174
82,-11724623,3279210
83,-11724433,3279198
84,-11724189,3279043
85,-11723806,3279055
86,-11724805,3279156
87,-11724903,3279199
88,-11724613,3279173
89,-11724849,3279145
90,-11724987,3279179
91,-11724416,3279150
92,-11723989,3279014
93,-11725007,3279101
94,-11724098,3279062
95,-11724610,3279165
96,-11724457,3279144
97,-11724846,3279134
98,-11724407,3279124
99,-11724448,3279146
100,-11725006,3279093
101,-11724214,3279025
102,-11725039,3279065
103,-11725057,3279110
104,-11725037,3279058
105,-11724076,3278992
106,-11723748,3278874
107,-11724210,3279030
108,-11724138,3278961
109,-11723932,3278833
110,-11724067,3278963
111,-11724127,3278950
112,-11724020,3278814
113,-11724130,3278949
114,-11723475,3278935
115,-11723384,3278955
116,-11723372,3278944
117,-11724072,3278802
118,-11723380,3278938
119,-11723362,3278911
120,-11723448,3278866
121,-11723567,3278914
122,-11723505,3278719
123,-11723658,3278895
124,-11723367,3278753
125,-11723345,3278891
126,-11723598,3278699
127,-11723381,3278839
128,-11723326,3278883
129,-11723309,3278876
130,-11723365,3278812
131,-11723293,3278869
132,-11723350,3278806
133,-11723840,3278852
134,-11723730,3278815
135,-11723332,3278800
136,-11723253,3278782
137,-11723460,3278730
138,-11723779,3278658
139,-11723873,3278638
140,-11723718,3278775
141,-11723970,3278617
142,-11724015,3278623
143,-11723302,3278740
144,-11723236,3278720
145,-11723687,3278678
146,-11723365,3278735
147,-11723384,3278672
148,-11723401,3278488
149,-11723245,3278657
150,-11723534,3278712
151,-11723282,3278639
152,-11723354,3278698
153,-11723480,3278486
154,-11723609,3278696
155,-11723311,3278601
156,-11723271,3278583
157,-11723556,3278483
158,-11723631,3278483
159,-11723760,3278662
160,-11723363,3278572
161,-11723400,3278635
162,-11723728,3278471
163,-11723832,3278646
164,-11723204,3278607
165,-11723797,3278455
166,-11723249,3278601
167,-11723905,3278630
168,-11723393,3278568
